Mod:Item:MetaData, Localized Name
railcraft:track_outfitted:0, Abandoned Throttle Track
railcraft:track_outfitted:0, Electric Throttle Track
railcraft:track_outfitted:0, H. S. Throttle Track
railcraft:track_outfitted:0, H. S. E. Throttle Track
railcraft:track_outfitted:0, Iron Throttle Track
railcraft:track_outfitted:0, Reinforced Throttle Track
railcraft:track_outfitted:0, Strap Iron Throttle Track
railcraft:track_outfitted:0, Abandoned Routing Track
railcraft:track_outfitted:0, Electric Routing Track
railcraft:track_outfitted:0, Iron Routing Track
railcraft:track_outfitted:0, Reinforced Routing Track
railcraft:track_outfitted:0, Strap Iron Routing Track
railcraft:track_outfitted:0, H. S. Transition Track
railcraft:track_outfitted:0, H. S. E. Transition Track
railcraft:track_outfitted:0, Abandoned Coupler Track
railcraft:track_outfitted:0, Electric Coupler Track
railcraft:track_outfitted:0, Iron Coupler Track
railcraft:track_outfitted:0, Reinforced Coupler Track
railcraft:track_outfitted:0, Strap Iron Coupler Track
railcraft:cart_tnt_wood:0, Wooden TNT Cart
railcraft:track_elevator, Elevator Track
railcraft:logbook, Logbook
railcraft:tool_whistle_tuner, Whistle Tuner
railcraft:routing_table, Routing Table
railcraft:routing_ticket, Railway Ticket
railcraft:routing_ticket_gold, Golden Railway Ticket
railcraft:track_flex_abandoned, Abandoned Track
railcraft:track_flex_electric, Electric Track
railcraft:track_flex_high_speed, High Speed Track
railcraft:track_flex_hs_electric, High Speed Electric Track
railcraft:track_flex_reinforced, Reinforced Track
railcraft:track_flex_strap_iron, Strap Iron Track
railcraft:cart_cargo:0, Cargo Cart
railcraft:cart_tank:0, Tank Cart
railcraft:chest_void:0, Void Chest
railcraft:cart_chest_void:0, Void Chest Cart
railcraft:ore:0, Sulfur Ore
railcraft:ore:1, Saltpeter Ore
railcraft:ore:2, Dark Diamond Ore
railcraft:ore:3, Dark Emerald Ore
railcraft:ore:4, Dark Lapis Lazuli Ore
railcraft:ore_metal:0, Copper Ore
railcraft:ore_metal:1, Tin Ore
railcraft:ore_metal:2, Lead Ore
railcraft:ore_metal:3, Silver Ore
railcraft:ore_metal:4, Nickel Ore
railcraft:ore_metal:5, Zinc Ore
railcraft:ore_metal_poor:0, Poor Iron Ore
railcraft:ore_metal_poor:1, Poor Gold Ore
railcraft:ore_metal_poor:2, Poor Copper Ore
railcraft:ore_metal_poor:3, Poor Tin Ore
railcraft:ore_metal_poor:4, Poor Lead Ore
railcraft:ore_metal_poor:5, Poor Silver Ore
railcraft:ore_metal_poor:6, Poor Nickel Ore
railcraft:ore_metal_poor:7, Poor Zinc Ore
railcraft:ore_magic:0, Firestone Ore
railcraft:worldlogic, Saltpeter Ore Spawner
naturesaura:ancient_log, Ancient Log
naturesaura:ancient_bark, Ancient Bark
naturesaura:ancient_planks, Ancient Planks
naturesaura:ancient_stairs, Ancient Wood Stairs
naturesaura:ancient_slab, Ancient Wood Slab
naturesaura:ancient_slab_double, Ancient Wood Double Slab
naturesaura:ancient_leaves, Ancient Leaves
naturesaura:ancient_sapling, Ancient Sapling
naturesaura:nature_altar, Natural Altar
naturesaura:decayed_leaves, Decayed Leaves
naturesaura:golden_leaves, Golden Leaves
naturesaura:gold_powder, Gold Powder
naturesaura:wood_stand, Wooden Stand
naturesaura:infused_stone, Infused Rock
naturesaura:infused_stairs, Infused Rock Stairs
naturesaura:infused_slab, Infused Rock Slab
naturesaura:infused_slab_double, Infused Rock Double Slab
naturesaura:infused_brick, Infused Brick
naturesaura:infused_brick_stairs, Infused Brick Stairs
naturesaura:infused_brick_slab, Infused Brick Slab
naturesaura:infused_brick_slab_double, Infused Brick Double Slab
naturesaura:furnace_heater, Extraneous Firestarter
naturesaura:potion_generator, Lingering Absorber
naturesaura:aura_detector, Aura Detector
naturesaura:conversion_catalyst, Transmutation Catalyst
naturesaura:crushing_catalyst, Crumbling Catalyst
naturesaura:flower_generator, Herbivorous Absorber
naturesaura:placer, Imperceptible Builder
naturesaura:hopper_upgrade, Hopper Enhancement
naturesaura:field_creator, Aura Field Creator
naturesaura:oak_generator, Canopy Diminisher
naturesaura:infused_iron_block, Infused Iron Block
naturesaura:offering_table, Offering Table
naturesaura:pickup_stopper, Item Grounder
naturesaura:spawn_lamp, Lamp of Sanctuary
naturesaura:animal_generator, Disentangler of Mortals
naturesaura:end_flower, Rose of Oblivion
naturesaura:grated_chute, Adept Hopper
naturesaura:animal_spawner, Altar of Birthing
naturesaura:auto_crafter, Automatic Constructor
naturesaura:gold_brick, Golden Stone Bricks
naturesaura:rf_converter, Energetic Aura Forge
naturesaura:moss_generator, Swamp Homi
naturesaura:time_changer, Shifting Sundial
naturesaura:generator_limit_remover, Creational Catalyst
naturesaura:ender_crate, Ender Crate
naturesaura:powder_placer, Powder Manipulator
naturesaura:firework_generator, Firecracker Gaze
naturesaura:projectile_generator, Shooting Mark
naturesaura:chunk_loader, World Eye
naturesaura:dimension_rail_overworld, Rail of the Overworld
naturesaura:dimension_rail_nether, Rail of the Nether
naturesaura:dimension_rail_end, Rail of the End
naturesaura:infused_iron_pickaxe, Botanist's Pickaxe
naturesaura:infused_iron_axe, Botanist's Handaxe
naturesaura:infused_iron_shovel, Botanist's Shovel
naturesaura:infused_iron_hoe, Botanist's Hoe
naturesaura:infused_iron_sword, Botanist's Blade
naturesaura:infused_iron_helmet, Botanist's Headwear
naturesaura:infused_iron_chest, Botanist's Chestplate
naturesaura:infused_iron_pants, Botanist's Leggings
naturesaura:infused_iron_shoes, Botanist's Shoes
naturesaura:eye, Environmental Eye
naturesaura:eye_improved, Environmental Ocular
naturesaura:gold_fiber, Brilliant Fiber
naturesaura:gold_leaf, Gold Leaf
naturesaura:infused_iron, Infused Iron
naturesaura:ancient_stick, Ancient Wood Rod
naturesaura:color_changer, Bucket of Infinite Color
naturesaura:aura_cache, Aura Cache
naturesaura:aura_trove, Aura Trove
naturesaura:shockwave_creator, Amulet of Wrath
naturesaura:multiblock_maker, Multiblock Maker
naturesaura:bottle_two_the_rebottling, Bottle and Cork
naturesaura:aura_bottle, item.naturesaura.aura_bottle.name
naturesaura:farming_stencil, Farming Stencil
naturesaura:sky_ingot, Ingot of the Skies
naturesaura:calling_spirit, Spirit of Calling
naturesaura:effect_powder, item.naturesaura.effect_powder.name
naturesaura:birth_spirit, Spirit of Birthing
naturesaura:mover_cart, Aura Attraction Cart
naturesaura:range_visualizer, Mystical Magnifier
naturesaura:clock_hand, Hand of Time
naturesaura:token_joy, Token of Joy
naturesaura:token_fear, Token of Fear
naturesaura:token_anger, Token of Anger
naturesaura:token_sorrow, Token of Sorrow
naturesaura:token_euphoria, Token of Euphoria
naturesaura:token_terror, Token of Terror
naturesaura:token_rage, Token of Rage
naturesaura:token_grief, Token of Grief
naturesaura:ender_access, Ender Ocular
naturesaura:cave_finder, Staff of Shadows
binniecore:glass:0, Empty Bottle
binniecore:cylinder:0, Empty Cylinder
binniecore:cylinder:1, Growth Medium Cylinder
binniecore:cylinder:1, Bacteria Cylinder
binniecore:cylinder:1, Polymerising Bacteria Cylinder
binniecore:cylinder:1, Raw DNA Cylinder
binniecore:cylinder:1, Bacteria Vector Cylinder
binniecore:storage:0, Compartment
binniecore:storage:1, Copper Compartment
binniecore:storage:2, Bronze Compartment
binniecore:storage:3, Iron Compartment
binniecore:storage:4, Gold Compartment
binniecore:storage:5, Diamond Compartment
binniecore:field_kit, item.field_kit.name
binniecore:genesis, item.genesis.name
genetics:punnett_square, item.punnett_square.name
genetics:serum, item.serum.name
genetics:serum_array, item.serum_array.name
genetics:geneticdatabase:0, Gene Database
genetics:geneticdatabase:1, Master Gene Database
genetics:analyst, item.analyst.name
genetics:registry, item.registry.name
genetics:master_registry, item.master_registry.name
genetics:misc:0, Reinforced Casing
genetics:misc:1, DNA Dye
genetics:misc:2, Fluorescent Dye
genetics:misc:3, Enzyme
genetics:misc:4, Growth Medium
genetics:misc:5, Blank Sequence
genetics:misc:6, Empty Serum Vial
genetics:misc:7, Empty Serum Array
genetics:misc:8, Integrated Circuit Board
genetics:misc:9, Integrated CPU
genetics:misc:10, Integrated Casing
genetics:sequence, item.sequence.name
genetics:binnie.growth.medium, Growth Medium
genetics:binnie.bacteria, Bacteria
genetics:binnie.bacteria.poly, Polymerising Bacteria
genetics:binnie.dna.raw, Raw DNA
genetics:binnie.bacteria.vector, Bacteria Vector
genetics:machine:0, Isolator
genetics:machine:1, Sequencer
genetics:machine:2, Polymeriser
genetics:machine:3, Inoculator
genetics:lab_machine:0, Lab Stand
genetics:lab_machine:1, Analyzer
genetics:lab_machine:2, Incubator
genetics:lab_machine:3, Genepool
genetics:lab_machine:4, Acclimatiser
genetics:adv_machine:0, Splicer
extrabees:honey_crystal, item.honey_crystal.name
extrabees:honey_drop:0, Energy Drop
extrabees:honey_drop:1, Acidic Drop
extrabees:honey_drop:2, Venomous Drop
extrabees:honey_drop:3, Juicy Drop
extrabees:honey_drop:5, Kelvin Drop
extrabees:honey_drop:6, Milkdew
extrabees:honey_drop:7, Nutdew
extrabees:honey_drop:8, Tipsy Drop
extrabees:honey_drop:13, Red Tinted Honey
extrabees:honey_drop:14, Yellow Tinted Honey
extrabees:honey_drop:15, Blue Tinted Honey
extrabees:honey_drop:16, Green Tinted Honey
extrabees:honey_drop:17, Black Tinted Honey
extrabees:honey_drop:18, White Tinted Honey
extrabees:honey_drop:19, Brown Tinted Honey
extrabees:honey_drop:20, Orange Tinted Honey
extrabees:honey_drop:21, Cyan Tinted Honey
extrabees:honey_drop:22, Purple Tinted Honey
extrabees:honey_drop:23, Gray Tinted Honey
extrabees:honey_drop:24, Light Blue Tinted Honey
extrabees:honey_drop:25, Pink Tinted Honey
extrabees:honey_drop:26, Lime Green Tinted Honey
extrabees:honey_drop:27, Magenta Tinted Honey
extrabees:honey_drop:28, Light Gray Tinted Honey
extrabees:honey_comb:0, Barren Comb
extrabees:honey_comb:1, Rotten Comb
extrabees:honey_comb:2, Bone Comb
extrabees:honey_comb:3, Oily Comb
extrabees:honey_comb:4, Fossilised Comb
extrabees:honey_comb:5, Petroleum Comb
extrabees:honey_comb:6, Damp Comb
extrabees:honey_comb:7, Milky Comb
extrabees:honey_comb:8, Fruity Comb
extrabees:honey_comb:9, Seedy Comb
extrabees:honey_comb:10, Alcoholic Comb
extrabees:honey_comb:11, Rocky Comb
extrabees:honey_comb:12, Energetic Comb
extrabees:honey_comb:13, Amber Comb
extrabees:honey_comb:14, Static Comb
extrabees:honey_comb:15, Iron Comb
extrabees:honey_comb:16, Golden Comb
extrabees:honey_comb:17, Copper Comb
extrabees:honey_comb:18, Tin Comb
extrabees:honey_comb:19, Silver Comb
extrabees:honey_comb:21, Radioactive Comb
extrabees:honey_comb:22, Clay Comb
extrabees:honey_comb:23, Old Comb
extrabees:honey_comb:24, Fungal Comb
extrabees:honey_comb:25, Tar Comb
extrabees:honey_comb:26, Latex Comb
extrabees:honey_comb:27, Brimstone Comb
extrabees:honey_comb:28, Venomous Comb
extrabees:honey_comb:29, Mucous Comb
extrabees:honey_comb:30, Blaze Comb
extrabees:honey_comb:31, Caffeinated Comb
extrabees:honey_comb:32, Glacial Comb
extrabees:honey_comb:36, Shadow Comb
extrabees:honey_comb:37, Leaden Comb
extrabees:honey_comb:40, Zinc Comb
extrabees:honey_comb:41, Titanium Comb
extrabees:honey_comb:42, Tungsten Comb
extrabees:honey_comb:45, Platinum Comb
extrabees:honey_comb:46, Lapis Comb
extrabees:honey_comb:47, Sodalite Comb
extrabees:honey_comb:48, Pyrite Comb
extrabees:honey_comb:49, Bauxite Comb
extrabees:honey_comb:50, Cinnabar Comb
extrabees:honey_comb:51, Sphalerite Comb
extrabees:honey_comb:52, Emerald Comb
extrabees:honey_comb:53, Ruby Comb
extrabees:honey_comb:54, Sapphire Comb
extrabees:honey_comb:56, Diamond Comb
extrabees:honey_comb:57, Red Tinted Comb
extrabees:honey_comb:58, Yellow Tinted Comb
extrabees:honey_comb:59, Blue Tinted Comb
extrabees:honey_comb:60, Green Tinted Comb
extrabees:honey_comb:61, Black Tinted Comb
extrabees:honey_comb:62, White Tinted Comb
extrabees:honey_comb:63, Brown Tinted Comb
extrabees:honey_comb:64, Orange Tinted Comb
extrabees:honey_comb:65, Cyan Tinted Comb
extrabees:honey_comb:66, Purple Tinted Comb
extrabees:honey_comb:67, Gray Tinted Comb
extrabees:honey_comb:68, Light Blue Tinted Comb
extrabees:honey_comb:69, Pink Tinted Comb
extrabees:honey_comb:70, Lime Green Tinted Comb
extrabees:honey_comb:71, Magenta Tinted Comb
extrabees:honey_comb:72, Light Gray Tinted Comb
extrabees:honey_comb:73, Nickel Comb
extrabees:honey_comb:75, Glowing Comb
extrabees:honey_comb:76, Unstable Comb
extrabees:honey_comb:79, Decomposed Comb
extrabees:honey_comb:80, Dusty Comb
extrabees:honey_comb:81, Certus Comb
extrabees:honey_comb:82, Shimmering Comb
extrabees:honey_comb:83, Yellorium Comb
extrabees:honey_comb:84, Cyanite Comb
extrabees:honey_comb:85, Blutonium Comb
extrabees:propolis:0, Watery Propolis
extrabees:propolis:1, Oily Propolis
extrabees:propolis:7, Creosote Propolis
extrabees:ectoplasm, Ectoplasm
extrabees:hive:0, Water Hive
extrabees:hive:1, Rock Hive
extrabees:hive:2, Nether Hive
extrabees:hive:3, Marble Hive
extrabees:misc:0, Scented Gear
extrabees:misc:1, Diamond Fragment
extrabees:misc:2, Emerald Fragment
extrabees:misc:3, Ruby Fragment
extrabees:misc:4, Sapphire Fragment
extrabees:misc:5, Lapis Fragment
extrabees:misc:6, Iron Grains
extrabees:misc:7, Gold Grains
extrabees:misc:8, Silver Grains
extrabees:misc:10, Copper Grains
extrabees:misc:11, Tin Grains
extrabees:misc:12, Nickel Grains
extrabees:misc:13, Lead Grains
extrabees:misc:14, Zinc Grains
extrabees:misc:17, Radioactive Fragments
extrabees:misc:18, Coal Grains
extrabees:misc:19, Red Dye
extrabees:misc:20, Yellow Dye
extrabees:misc:21, Blue Dye
extrabees:misc:22, Green Dye
extrabees:misc:23, White Dye
extrabees:misc:24, Black Dye
extrabees:misc:25, Brown Dye
extrabees:misc:26, Clay Dust
extrabees:dictionary:0, Apiarist Database
extrabees:dictionary:1, Master Apiarist Database
extrabees:hive_frame.cocoa, item.hive_frame.name
extrabees:hive_frame.cage, item.hive_frame.name
extrabees:hive_frame.soul, item.hive_frame.name
extrabees:hive_frame.clay, item.hive_frame.name
extrabees:hive_frame.debug, item.hive_frame.name
extrabees:alveary:0, Mutator
extrabees:alveary:1, Frame Housing
extrabees:alveary:2, extrabees.alveay.rainShield
extrabees:alveary:3, Alveary Lighting
extrabees:alveary:4, Electrical Stimulator
extrabees:alveary:5, Hatchery
extrabees:alveary:6, Alveary Transmission
extratrees:misc:0, Sawdust
extratrees:misc:1, Bark
extratrees:misc:2, Proven Gear
extratrees:misc:3, Wood Polish
extratrees:misc:4, Yeast
extratrees:misc:5, Lager LagerYeast
extratrees:misc:6, Wheat Grain
extratrees:misc:7, Barley Grain
extratrees:misc:8, Rye Grain
extratrees:misc:9, Corn Grain
extratrees:misc:10, Roasted Grain
extratrees:misc:11, Glass Fittings
extratrees:binnie.sap, Sap
extratrees:binnie.resin, Resin
extratrees:binnie.latex, Latex
extratrees:binnie.turpentine, Turpentine
extratrees:food:0, Crabapple
extratrees:food:1, Orange
extratrees:food:2, Kumquat
extratrees:food:3, Lime
extratrees:food:4, Wild Cherry
extratrees:food:5, Sour Cherry
extratrees:food:6, Black Cherry
extratrees:food:7, Blackthorn
extratrees:food:8, Cherry Plum
extratrees:food:9, Almond
extratrees:food:10, Apricot
extratrees:food:11, Grapefruit
extratrees:food:12, Peach
extratrees:food:13, Satsuma
extratrees:food:14, Buddhas Hand
extratrees:food:15, Citron
extratrees:food:16, Finger Lime
extratrees:food:17, Key Lime
extratrees:food:18, Manderin
extratrees:food:19, Nectarine
extratrees:food:20, Pomelo
extratrees:food:21, Tangerine
extratrees:food:22, Pear
extratrees:food:23, Sand Pear
extratrees:food:24, Hazelnut
extratrees:food:25, Butternut
extratrees:food:26, Beechnut
extratrees:food:27, Pecan Nut
extratrees:food:28, Banana
extratrees:food:29, Red Banana
extratrees:food:30, Plantain
extratrees:food:31, Brazil Nut
extratrees:food:32, Fig
extratrees:food:33, Acorn
extratrees:food:34, Elderberry
extratrees:food:35, Olive
extratrees:food:36, Gingko Nut
extratrees:food:37, Coffee
extratrees:food:38, Osange Orange
extratrees:food:39, Clove
extratrees:food:40, Papayimar
extratrees:food:41, Blackcurrant
extratrees:food:42, Redcurrant
extratrees:food:43, Blackberry
extratrees:food:44, Raspberry
extratrees:food:45, Blueberry
extratrees:food:46, Cranberry
extratrees:food:47, Juniper
extratrees:food:48, Gooseberry
extratrees:food:49, Golden Raspberry
extratrees:food:50, Coconut
extratrees:food:51, Cashew
extratrees:food:52, Avacado
extratrees:food:53, Nutmeg
extratrees:food:54, Allspice
extratrees:food:55, Chilli
extratrees:food:56, Star Anise
extratrees:food:57, Mango
extratrees:food:58, Starfruit
extratrees:food:59, Candlenut
extratrees:hammer, item.hammer.name
extratrees:durable_hammer, item.durable_hammer.name
extratrees:hops, item.hops.name
extratrees:logs.0:0, Apple Wood
extratrees:logs.0:1, Fig Wood
extratrees:logs.0:2, Butternut Wood
extratrees:logs.0:3, Whitebeam Wood
extratrees:logs.1:0, Rowan Wood
extratrees:logs.1:1, Hemlock Wood
extratrees:logs.1:2, Ash Wood
extratrees:logs.1:3, Alder Wood
extratrees:logs.2:0, Beech Wood
extratrees:logs.2:1, Hawthorn Wood
extratrees:logs.2:2, Banana Wood
extratrees:logs.2:3, Yew Wood
extratrees:logs.3:0, Cypress Wood
extratrees:logs.3:1, Fir Wood
extratrees:logs.3:2, Hazel Wood
extratrees:logs.3:3, Hickory Wood
extratrees:logs.4:0, Elm Wood
extratrees:logs.4:1, Elder Wood
extratrees:logs.4:2, Holly Wood
extratrees:logs.4:3, Hornbeam Wood
extratrees:logs.5:0, Cedar Wood
extratrees:logs.5:1, Olive Wood
extratrees:logs.5:2, Sweetgum Wood
extratrees:logs.5:3, Locust Wood
extratrees:logs.6:0, Pear Wood
extratrees:logs.6:1, Maclura Wood
extratrees:logs.6:2, Brazilwood Wood
extratrees:logs.6:3, Logwood Wood
extratrees:logs.7:0, Rosewood Wood
extratrees:logs.7:1, Purpleheart Wood
extratrees:logs.7:2, Iroko Wood
extratrees:logs.7:3, Gingko Wood
extratrees:logs.8:0, Eucalyptus Wood
extratrees:logs.8:1, Box Wood
extratrees:logs.8:2, Syzgium Wood
extratrees:logs.8:3, Pink Ivory Wood
extratrees:logs.9:0, Eucalyptus Wood
extratrees:logs.9:1, Eucalyptus Wood
extratrees:logs.9:2, Cherry Wood
extratrees:logs.9:3, Cinnamon Wood
extratrees:logs.fireproof.0:0, Apple Wood (Fireproof)
extratrees:logs.fireproof.0:1, Fig Wood (Fireproof)
extratrees:logs.fireproof.0:2, Butternut Wood (Fireproof)
extratrees:logs.fireproof.0:3, Whitebeam Wood (Fireproof)
